Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
1092,spine,1093,The Story of a Three Day Pass,Melvin Van Peebles,United States,1967,[允许 La Permission](https://movie.douban.com/subject/3587373/),1968, ,"导演: Melvin Van Peebles, 类型: 剧情, 地区: 法国"
1093,spine,1094,Watermelon Man,Melvin Van Peebles,United States,1970,[黑皮肤的白人 Watermelon Man](https://movie.douban.com/subject/5055911/),1970, ,"导演: 马文·范·皮伯斯, 类型: 喜剧, 地区: 美国"
1094,spine,1095,Sweet Sweetback’s Baadasssss Song,Melvin Van Peebles,United States,1971,[斯维特拜克之歌 Sweet Sweetback's Baadasssss Song](https://movie.douban.com/subject/2144143/),1971,5.6,"导演: 马文·范·皮伯斯, 类型: 犯罪, 地区: 美国"
1095,spine,1096,Don’t Play Us Cheap,Melvin Van Peebles,United States,1972,[不准欺骗我们 Don't Play Us Cheap](https://movie.douban.com/subject/5054903/),1973, ,"导演: 马文·范·皮伯斯, 类型: 喜剧, 地区: 美国"
1096,spine,1097,Love & Basketball,Gina Prince-Bythewood,United States,2000,[爱情和篮球 Love & Basketball](https://movie.douban.com/subject/1293062/),2000,7.3,"导演: 吉娜·普林斯-拜斯伍德, 类型: 剧情, 地区: 美国"
1097,spine,1098,The Damned,Luchino Visconti,Italy,1969,[纳粹狂魔 La caduta degli dei (Götterdämmerung)](https://movie.douban.com/subject/1296591/),1969,7.7,"导演: 卢基诺·维斯康蒂, 类型: 剧情, 地区: 意大利/西德"
1098,spine,1099,High Sierra,Raoul Walsh,United States,1941,[夜困摩天岭 High Sierra](https://movie.douban.com/subject/1293262/),1941,7.4,"导演: 拉乌尔·沃尔什, 类型: 犯罪, 地区: 美国"
1099,spine,1100,The Incredible Shrinking Man,Jack Arnold,United States,1957,[不可思议的收缩人 The Incredible Shrinking Man](https://movie.douban.com/subject/1899630/),1957,8.0,"导演: 杰克·阿诺德, 类型: 科幻, 地区: 美国"
1100,spine,1101,Uncut Gems,Josh Safdie and Benny Safdie,United States,2019,[原钻 Uncut Gems](https://movie.douban.com/subject/27045860/),2019,7.2,"导演: 本·萨弗迪, 类型: 剧情, 地区: 美国"
1101,spine,1102,Devi,Satyajit Ray,India,1960,[女神 Devi](https://movie.douban.com/subject/2330175/),1960,7.7,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
1102,spine-boxsets,1103,Once Upon a Time in China: The Complete Films, , , , , , , 
1103,spine,1104,Citizen Kane,Orson Welles,United States,1941,[公民凯恩 Citizen Kane](https://movie.douban.com/subject/1292288/),1941,8.8,"导演: 奥逊·威尔斯, 类型: 剧情, 地区: 美国"
1104,spine,1105,Menace II Society,Albert Hughes and Allen Hughes,United States,1993,[社会威胁 Menace II Society](https://movie.douban.com/subject/1300493/),1993,7.9,"导演: 艾尔伯特·休斯, 类型: 犯罪, 地区: 美国"
1105,spine,1106,One Night in Miami . . .,Regina King,United States,2020,[迈阿密的一夜 One Night in Miami...](https://movie.douban.com/subject/34461132/),2020,6.5,"导演: 雷吉娜·金, 类型: 剧情, 地区: 美国"
1106,spine,1107,The Learning Tree,Gordon Parks,United States,1969,[常识树 The Learning Tree](https://movie.douban.com/subject/4072731/),1969, ,"导演: 戈登·帕克斯, 类型: 剧情, 地区: 美国"
1107,spine,1108,The Celebration,Thomas Vinterberg,Denmark,1998,[家宴 Festen](https://movie.douban.com/subject/1292908/),1998,8.4,"导演: 托马斯·温特伯格, 类型: 剧情, 地区: 丹麦/瑞典"
1108,spine,1109,Time,Garrett Bradley,United States,2020,[天穆 Time](https://movie.douban.com/subject/34909082/),2020,5.9,"导演: 加雷特·布莱德利, 类型: 纪录片, 地区: 美国"
1109,spine,1110,The Piano,Jane Campion,New Zealand,1993,[钢琴课 The Piano](https://movie.douban.com/subject/1293818/),1993,8.1,"导演: 简·坎皮恩, 类型: 剧情, 地区: 新西兰/澳大利亚/法国"
1110,spine,1111,Dick Johnson Is Dead,Kirsten Johnson,United States,2020,[迪克·约翰逊的去世 Dick Johnson Is Dead](https://movie.douban.com/subject/34909075/),2020,8.2,"导演: 克斯汀·约翰逊, 类型: 剧情, 地区: 美国"
1111,spine,1112,Miller’s Crossing,Joel Coen,United States,1990,[米勒的十字路口 Miller's Crossing](https://movie.douban.com/subject/1292060/),1990,7.8,"导演: 乔尔·科恩, 类型: 犯罪, 地区: 美国"
1112,spine,1113,Boat People,Ann Hui,Hong Kong,1982,[投奔怒海](https://movie.douban.com/subject/1296557/),1982,8.5,"导演: 许鞍华, 类型: 剧情, 地区: 中国香港"
1113,spine,1114,Love Affair,Leo McCarey,United States,1939,[爱情事件 Love Affair](https://movie.douban.com/subject/1299065/),1939,7.7,"导演: 莱奥·麦卡雷, 类型: 喜剧, 地区: 美国"
1114,spine,1115,Adoption,Márta Mészáros,Hungary,1975,[领养 Örökbefogadás](https://movie.douban.com/subject/1304473/),1975,7.7,"导演: 玛塔·梅萨罗什, 类型: 剧情, 地区: 匈牙利"
1115,spine,1116,The Flight of the Phoenix,Robert Aldrich,United States,1965,[凤凰劫 The Flight of the Phoenix](https://movie.douban.com/subject/1958178/),1965,7.6,"导演: 罗伯特·奥尔德里奇, 类型: 冒险, 地区: 美国"
1116,spine,1117,love jones,Theodore Witcher,United States,1997,[爱琼斯 Love Jones](https://movie.douban.com/subject/1422901/),1997, ,"导演: Theodore Witcher, 类型: 剧情, 地区: 美国"
1117,spine,1118,The Last Waltz,Martin Scorsese,United States,1978,[最后华尔兹 The Last Waltz](https://movie.douban.com/subject/1306025/),1978,8.5,"导演: 马丁·斯科塞斯, 类型: 纪录片, 地区: 美国"
1118,spine,1119,Miracle in Milan,Vittorio De Sica,Italy,1951,[米兰的奇迹 Miracolo a Milano](https://movie.douban.com/subject/1303578/),1951,7.9,"导演: 维托里奥·德西卡, 类型: 剧情, 地区: 意大利"
1119,spine,1120,The Girl Can’t Help It,Frank Tashlin,United States,1956,[春风得意 The Girl Can't Help It](https://movie.douban.com/subject/1844182/),1956,7.3,"导演: 弗兰克·塔许林, 类型: 喜剧, 地区: 美国"
1120,spine,1121,Eyimofe (This Is My Desire),Arie Esiri and Chuko Esiri,Nigeria,2020,[这是我的愿望 Eyimofe](https://movie.douban.com/subject/34954099/),2020,7.0,"导演: 艾里·厄斯利, 类型: 剧情, 地区: 尼日利亚"
1121,spine,1122,’Round Midnight,Bertrand Tavernier,United States,1986,[午夜旋律 'Round Midnight](https://movie.douban.com/subject/1292321/),1986,8.0,"导演: 贝特朗·塔维涅, 类型: 剧情, 地区: 法国/美国"
1122,spine,1123,Mr. Klein,Joseph Losey,France,1976,[克兰先生 Monsieur Klein](https://movie.douban.com/subject/1305348/),1976,7.8,"导演: 约瑟夫·罗西, 类型: 剧情, 地区: 法国/意大利"
1123,spine,1124,Chan Is Missing,Wayne Wang,United States,1982,[寻人 Chan Is Missing](https://movie.douban.com/subject/1918196/),1982,7.7,"导演: 王颖, 类型: 犯罪, 地区: 美国"
1124,spine,1125,The Funeral,Juzo Itami,Japan,1984,[葬礼 お葬式](https://movie.douban.com/subject/1293745/),1984,8.3,"导演: 伊丹十三, 类型: 喜剧, 地区: 日本"
1125,spine,1126,Double Indemnity,Billy Wilder,United States,1944,[双重赔偿 Double Indemnity](https://movie.douban.com/subject/1293226/),1944,8.5,"导演: 比利·怀尔德, 类型: 剧情, 地区: 美国"
1126,spine,1127,Mississippi Masala,Mira Nair,United States,1991,[密西西比风情画 Mississippi Masala](https://movie.douban.com/subject/1297483/),1991,7.1,"导演: 米拉·奈尔, 类型: 爱情, 地区: 英国/美国"
1127,spine,1128,Farewell Amor,Ekwa Msangi,United States,2020,[再见吾爱 Farewell Amor](https://movie.douban.com/subject/34907393/),2020,6.9,"导演: 伊科娃·姆桑吉, 类型: 剧情, 地区: 美国"
1128,spine,1129,Rouge,Stanley Kwan,Hong Kong,1987,[胭脂扣](https://movie.douban.com/subject/1299288/),1987,8.5,"导演: 关锦鹏, 类型: 剧情, 地区: 中国香港"
1129,spine,1130,Shaft,Gordon Parks,United States,1971,[黑街神探 Shaft](https://movie.douban.com/subject/1294071/),1971,6.8,"导演: 戈登·帕克斯, 类型: 动作, 地区: 美国"
1130,spine,1131,Pink Flamingos,John Waters,United States,1972,粉红色的火烈鸟, , ,imbd-[tt0069089](https://www.imdb.com/title/tt0069089)
1131,spine,1132,The Worst Person in the World,Joachim Trier,Norway,2021,[世界上最糟糕的人 Verdens verste menneske](https://movie.douban.com/subject/34447553/),2021,7.9,"导演: 约阿希姆·提尔, 类型: 剧情, 地区: 挪威/法国/瑞典/丹麦"
1132,spine,1133,Okja,Bong Joon Ho,United States,2017,[玉子 옥자](https://movie.douban.com/subject/26365236/),2017,6.7,"导演: 奉俊昊, 类型: 剧情, 地区: 韩国/美国"
1133,spine,1134,Raging Bull,Martin Scorsese,United States,1980,[愤怒的公牛 Raging Bull](https://movie.douban.com/subject/1293155/),1980,8.4,"导演: 马丁·斯科塞斯, 类型: 剧情, 地区: 美国"
1134,spine,1135,Devil in a Blue Dress,Carl Franklin,United States,1995,[蓝衣魔鬼 Devil in a Blue Dress](https://movie.douban.com/subject/1298906/),1995,6.6,"导演: 卡尔·弗兰克林, 类型: 剧情, 地区: 美国"
1135,spine,1136,Drive My Car,Ryusuke Hamaguchi,Japan,2021,[驾驶我的车 ドライブ・マイ・カー](https://movie.douban.com/subject/35235502/),2021,7.9,"导演: 滨口龙介, 类型: 剧情, 地区: 日本"
1136,spine,1137,Frownland,Ronald Bronstein,United States,2007,[问题室友 Frownland](https://movie.douban.com/subject/2364828/),2007, ,"导演: 罗纳德·布隆斯坦, 类型: 喜剧, 地区: 美国"
1137,spine,1138,Daddy Longlegs,Josh Safdie and Benny Safdie,United States,2009,[去采些迷迭香 Go Get Some Rosemary](https://movie.douban.com/subject/3707135/),2009,7.9,"导演: 本·萨弗迪, 类型: 喜剧, 地区: 美国/法国"
1138,spine,1139,Hôtel du Nord,Marcel Carné,France,1938,[北方旅馆 Hôtel du Nord](https://movie.douban.com/subject/1758909/),1938,7.7,"导演: 马塞尔·卡尔内, 类型: 剧情, 地区: 法国"
1139,spine,1140,Buck and the Preacher,Sidney Poitier,United States,1972,[布克与传教士 Buck and the Preacher](https://movie.douban.com/subject/1293404/),1972,7.7,"导演: 西德尼·波蒂埃, 类型: 冒险, 地区: 美国"
1140,spine,1141,Faya dayi,Jessica Beshir,Ethiopia,2021,[卡塔叶时光 Faya Dayi](https://movie.douban.com/subject/35288815/),2021,7.4,"导演: 杰西卡·贝希尔, 类型: 纪录片, 地区: 埃塞俄比亚"
1141,spine-boxsets,1142,Martin Scorsese’s World Cinema Project No. 4, , , , , , , 
1142,spine,1143,Sambizanga,Sarah Maldoror,Angola,1972,[桑比赞加 Sambizanga](https://movie.douban.com/subject/4729942/),1973, ,"导演: 莎拉·马尔多罗, 类型: 剧情, 地区: 安哥拉/法国"
1143,spine,1144,Prisioneros de la tierra,Mario Soffici,Argentina,1939,[土地的囚徒 Prisioneros de la tierra](https://movie.douban.com/subject/3144308/),1939, ,"导演: Mario Soffici, 类型: 剧情, 地区: 阿根廷"
1144,spine,1145,Chess of the Wind,Mohammad Reza Aslani,Iran,1976,[风之棋局 شطرنج باد](https://movie.douban.com/subject/26850972/),1976,7.3,"导演: 默罕默德·雷沙·亚斯兰尼, 类型: 剧情, 地区: 伊朗"
1145,spine,1146,Muna moto,Dikongué-Pipa,Cameroon,1975,[别人的孩子 Muna Moto](https://movie.douban.com/subject/3024663/),1975, ,"导演: Jean-Pierre Dikongue-Pipa, 类型: 剧情, 地区: 喀麦隆"
1146,spine,1147,Two Girls on the Street,André de Toth,Hungary,1939,[街上的两个女孩 Két lány az utcán](https://movie.douban.com/subject/5071242/),1939, ,"导演: 安德烈·德·托特, 类型: 喜剧, 地区: 匈牙利"
1147,spine,1148,Kalpana,Uday Shankar,India,1948,[卡尔帕娜 Kalpana](https://movie.douban.com/subject/5128575/),1948, ,"导演: 乌代·尚卡, 类型: 歌舞, 地区: 印度"
1148,spine,1149,Take Out,Sean Baker and Shih-Ching Tsou,United States,2004,[外卖 Take Out](https://movie.douban.com/subject/3079416/),2004,7.1,"导演: 肖恩·贝克, 类型: 剧情, 地区: 美国"
1149,spine,1150,Exotica,Atom Egoyan,Canada,1994,性感俱乐部, , ,imbd-[tt0109759](https://www.imdb.com/title/tt0109759)
1150,spine,1151,Sound of Metal,Darius Marder,United States,2019,[金属之声 Sound of Metal](https://movie.douban.com/subject/26716348/),2019,7.5,"导演: 达里尔斯·马德尔, 类型: 剧情, 地区: 美国"
1151,spine,1152,Lost Highway,David Lynch,United States,1997,[妖夜慌踪 Lost Highway](https://movie.douban.com/subject/1303459/),1997,8.1,"导演: 大卫·林奇, 类型: 悬疑, 地区: 法国/美国"
1152,spine,1153,Arsenic and Old Lace,Frank Capra,United States,1944,[毒药与老妇 Arsenic and Old Lace](https://movie.douban.com/subject/1299412/),1944,7.5,"导演: 弗兰克·卡普拉, 类型: 喜剧, 地区: 美国"
1153,spine,1154,Eve’s Bayou,Kasi Lemmons,United States,1997,[仲夏夜玫瑰 Eve's Bayou](https://movie.douban.com/subject/1295228/),1997,7.5,"导演: 卡斯·莱蒙斯, 类型: 剧情, 地区: 美国"
1154,spine,1155,Cure,Kiyoshi Kurosawa,Japan,1997,[X圣治 CURE キュア](https://movie.douban.com/subject/1304665/),1997,8.2,"导演: 黑泽清, 类型: 犯罪, 地区: 日本"
1155,spine,1156,La Llorona,Jayro Bustamante,Guatemala,2019,[哭泣的女人 La llorona](https://movie.douban.com/subject/34670334/),2019,6.1,"导演: 杰罗·布斯塔曼特, 类型: 剧情, 地区: 危地马拉/法国"
1156,spine,1157,Daisies,Věra Chytilová,Czechoslovakia,1966,[雏菊 Sedmikrásky](https://movie.douban.com/subject/1296500/),1966,8.5,"导演: 维拉·希蒂洛娃, 类型: 喜剧, 地区: 捷克斯洛伐克"
1157,spine,1158,The Power of the Dog,Jane Campion,United States,2021,[犬之力 The Power of the Dog](https://movie.douban.com/subject/33437152/),2021,7.9,"导演: 简·坎皮恩, 类型: 剧情, 地区: 英国/澳大利亚/美国/加拿大/新西兰"
1158,spine-boxsets,1159,The Infernal Affairs Trilogy, , , , , , , 
1159,spine,1160,Malcolm X,Spike Lee,United States,1992,[黑潮 Malcolm X](https://movie.douban.com/subject/1292681/),1992,8.0,"导演: 斯派克·李, 类型: 传记, 地区: 美国/日本"
1160,spine,1161,WALL·E,Andrew Stanton,United States,2008,[机器人总动员 WALL·E](https://movie.douban.com/subject/2131459/),2008,9.3,"导演: 安德鲁·斯坦顿, 类型: 科幻, 地区: 美国"
1161,spine-boxsets,1162,Three Films by Mai Zetterling, , , , , , , 
1162,spine-boxsets,1163,Michael Haneke: Trilogy, , , , , , , 
1163,spine,1164,The Velvet Underground,Todd Haynes,United States,2021,[地下丝绒 The Velvet Underground](https://movie.douban.com/subject/27108330/),2021,7.6,"导演: 托德·海因斯, 类型: 纪录片, 地区: 美国"
1164,spine,1165,Cooley High,Michael Schultz,United States,1975,[龙虎少年队 Cooley High](https://movie.douban.com/subject/1298686/),1975, ,"导演: 迈克尔·舒尔茨, 类型: 喜剧, 地区: 美国"
1165,spine,1166,The Adventures of Baron Munchausen,Terry Gilliam,United Kingdom,1988,[终极天将 The Adventures of Baron Munchausen](https://movie.douban.com/subject/1301604/),1988,7.9,"导演: 特瑞·吉列姆, 类型: 喜剧, 地区: 英国/西德"
1166,spine,1167,Imitation of Life,John M. Stahl,United States,1934,[春风秋雨 Imitation of Life](https://movie.douban.com/subject/1865008/),1934,7.7,"导演: 约翰·斯塔尔, 类型: 剧情, 地区: 美国"
1167,spine-boxsets,1168,Lars von Trier’s Europe Trilogy, , , , , , , 
1168,spine,1169,"This Is Not a Burial, It’s a Resurrection",Lemohang Jeremiah Mosese,Lesotho,2019,"[这不是葬礼，这是复活 This is Not a Burial, It's a Resurrection](https://movie.douban.com/subject/34680094/)",2019,7.5,"导演: 利莫昂·杰里米·摩塞, 类型: 剧情, 地区: 南非/意大利/美国/莱索托"
1169,spine,1170,Bergman Island,Mia Hansen-Løve,France,2021,[伯格曼岛 Bergman Island](https://movie.douban.com/subject/26867808/),2021,6.8,"导演: 米娅·汉森-洛夫, 类型: 剧情, 地区: 法国/比利时/德国/瑞典/墨西哥/巴西/英国"
1170,spine,1171,Romeo and Juliet,Franco Zeffirelli,Italy,1968,[罗密欧与朱丽叶 Romeo and Juliet](https://movie.douban.com/subject/1295467/),1968,8.7,"导演: 佛朗哥·泽菲雷里, 类型: 剧情, 地区: 英国/意大利"
1171,spine-boxsets,1172,Two Films by Marguerite Duras, , , , , , , 
1172,spine,1173,Hollywood Shuffle,Robert Townsend,United States,1987,[好莱坞洗牌 Hollywood Shuffle](https://movie.douban.com/subject/4135265/),1987,7.2,"导演: Robert Townsend, 类型: 喜剧, 地区: 美国"
1173,spine,1174,Last Hurrah for Chivalry,John Woo,Hong Kong,1979,[豪侠 豪俠](https://movie.douban.com/subject/1302738/),1979,7.2,"导演: 吴宇森, 类型: 剧情, 地区: 中国香港"
1174,spine,1175,Inland Empire,David Lynch,United States,2006,[内陆帝国 Inland Empire](https://movie.douban.com/subject/1438734/),2006,7.7,"导演: 大卫·林奇, 类型: 剧情, 地区: 法国/波兰/美国"
1175,spine,1176,Chilly Scenes of Winter,Joan Micklin Silver,United States,1979,[神魂颠倒 Head Over Heels](https://movie.douban.com/subject/1902090/),1979, ,"导演: 琼·米克林·西尔弗, 类型: 喜剧, 地区: 美国"
1176,spine-boxsets,1177,Small Axe, , , , , , , 
1177,spine,1178,Triangle of Sadness,Ruben Östlund,Sweden,2022,[悲情三角 Triangle of Sadness](https://movie.douban.com/subject/27066152/),2022,7.5,"导演: 鲁本·奥斯特伦德, 类型: 剧情, 地区: 瑞典/法国/英国/德国/土耳其/希腊/美国/丹麦/瑞士/墨西哥"
1178,spine,1179,Targets,Peter Bogdanovich,United States,1968,[目标 Targets](https://movie.douban.com/subject/1294610/),1968,6.8,"导演: 彼得·博格丹诺维奇, 类型: 惊悚, 地区: 美国"
1179,spine,1180,Thelma & Louise,Ridley Scott,United States,1991,[末路狂花 Thelma & Louise](https://movie.douban.com/subject/1291992/),1991,8.9,"导演: 雷德利·斯科特, 类型: 犯罪, 地区: 美国/英国/法国"
1180,spine,1181,Petite maman,Céline Sciamma,France,2021,[小妈妈 Petite maman](https://movie.douban.com/subject/35225859/),2021,8.0,"导演: 瑟琳·席安玛, 类型: 剧情, 地区: 法国"
1181,spine,1182,The Servant,Joseph Losey,United Kingdom,1963,[仆人 The Servant](https://movie.douban.com/subject/1303553/),1963,8.2,"导演: 约瑟夫·罗西, 类型: 剧情, 地区: 英国"
1182,spine,1183,Medicine for Melancholy,Barry Jenkins,United States,2008,[忧郁的解药 Medicine for Melancholy](https://movie.douban.com/subject/3158447/),2008,6.8,"导演: 巴里·詹金斯, 类型: 剧情, 地区: 美国"
