Index,Type 类别,Title 电影,Director 导演,Writer 编剧,Actor 主演,Rank 排名,Score 打分,Votes 人数,Comment 短评,Review 影评,Alias 别名,Year 年份,Region 地区,Genre 类型,Length 片长,IMDb
490,电影,[心慌方 Cube](https://movie.douban.com/subject/1305903/),文森佐·纳塔利,André Bijelic / 文森佐·纳塔利 / 格雷姆·曼森,妮可·德波儿 / 妮基·瓜达尼 / ...,🎉---,🌟7.9,219335,45030,434,Cube / 异次元杀阵 / 立方体,1997,加拿大 / 美国,科幻 / 悬疑 / 惊悚,90 分钟,[tt0123755](https://imdb.com/title/tt0123755)
491,电影,[关于莉莉周的一切 リリイ·シュシュのすべて](https://movie.douban.com/subject/1292219/),岩井俊二,岩井俊二,市原隼人 / 忍成修吾 / ...,🎉---,🌟7.9,173859,42168,1286,リリイ·シュシュのすべて / 青春电幻物语(台) / 豆蔻年华 / All About Lily Chou-Chou,2001,日本,剧情,146分钟 / 157分钟(originalcut),[tt0297721](https://imdb.com/title/tt0297721)
492,电影,[大象 Elephant](https://movie.douban.com/subject/1292272/),格斯·范·桑特,格斯·范·桑特,阿里克斯·弗罗斯特 / 约翰·罗宾森 / ...,🎉---,🌟7.9,72141,18756,409,Elephant,2003,美国,剧情 / 犯罪,81分钟,[tt0363589](https://imdb.com/title/tt0363589)
493,电影,[两小无猜 Jeux d'enfants](https://movie.douban.com/subject/1308817/),杨·塞谬尔,杨·塞谬尔,吉约姆·卡内 / 玛丽昂·歌迪亚 / ...,🎉---,🌟7.9,453302,124813,2716,Jeux d'enfants / 敢爱就来 / 宝贝游戏 / 儿童游戏 / Love Me If You Dare,2003,法国 / 比利时,剧情 / 喜剧 / 爱情,93 分钟,[tt0364517](https://imdb.com/title/tt0364517)
494,电影,[只是爱着你 ただ、君を愛してる](https://movie.douban.com/subject/1915403/),新城毅彦,坂东贤治 / 市川拓司,玉木宏 / 宫崎葵 / ...,🎉---,🌟7.9,113648,29512,908,ただ、君を愛してる / 现在，只想爱你(台) / 借着写真说爱你(港) / 天国森林 / Heavenly Forest,2006,日本,剧情 / 爱情,116 分钟,[tt0872022](https://imdb.com/title/tt0872022)
495,电影,[朱诺 Juno](https://movie.douban.com/subject/2132495/),贾森·雷特曼,迪亚波罗·科蒂,艾利奥特·佩吉 / 迈克尔·塞拉 / ...,🎉---,🌟7.9,236153,49652,1080,Juno / Juno少女孕记(港) / 鸿孕当头(台),2007,美国 / 加拿大,剧情 / 喜剧 / 爱情,96 分钟,[tt0467406](https://imdb.com/title/tt0467406)
496,电影,[志明与春娇 志明與春嬌](https://movie.douban.com/subject/4305436/),彭浩翔,麦曦茵 / 彭浩翔,杨千嬅 / 余文乐 / ...,🎉---,🌟7.9,489797,120677,2201,志明與春嬌 / 谈恋爱 / Love in a Puff,2010,中国香港,剧情 / 喜剧 / 爱情,102分钟,[tt1602479](https://imdb.com/title/tt1602479)
497,电影,[21克 21 Grams](https://movie.douban.com/subject/1308599/),亚利桑德罗·冈萨雷斯·伊纳里多,吉列尔莫·阿里亚加,西恩·潘 / 娜奥米·沃茨 / ...,🎉---,🌟7.8,53289,12318,293,21 Grams / 灵魂的重量 / 21克：生命可以有多重？ / 灵魂21克,2003,美国,剧情 / 惊悚 / 犯罪,124 分钟,[tt0315733](https://imdb.com/title/tt0315733)
498,电视剧,[红楼梦](https://movie.douban.com/subject/1864810/),王扶林,曹雪芹 / 周雷 / 刘耕路 / 周岭,欧阳奋强 / 陈晓旭 / ...,🎉---,🌟9.7,255846,75804,1161,红楼梦 / 87版红楼梦 / 央视版红楼梦 / A Dream in Red Mansions / Dream of the Red Chamber,1987,中国大陆,剧情 / 爱情 / 古装,45分钟,[tt1162595](https://imdb.com/title/tt1162595)
499,电视剧,[老友记 第一季 Friends Season 1](https://movie.douban.com/subject/1393859/),大卫·克拉尼 / 玛尔塔·考夫曼,加里·哈勒沃尔森 / 凯文·布莱特,詹妮弗·安妮斯顿 / 柯特妮·考克斯 / ...,🎉---,🌟9.7,338272,71047,782,Friends  / 六人行 第一季 / 都市六人行 第一季 / F·R·I·E·N·D·S / Six of One,1994,美国,喜剧 / 爱情,22分钟 / 30分钟(未删减版),[tt0108778](https://imdb.com/title/tt0108778)
500,电视剧,[哆啦A梦 ドラえもん](https://movie.douban.com/subject/1782004/),楠叶宏三 / 芝山努,藤子·F·不二雄,大山信代 / 小原乃梨子 / ...,🎉---,🌟9.6,169785,22664,180,ドラえもん / 机器猫 / 小叮当 / Doraemon / 哆啦A梦大山版,1979,日本,喜剧 / 科幻 / 动画 / 家庭 / 奇幻,23分钟,[tt0069576](https://imdb.com/title/tt0069576)
501,电视剧,[武林外传](https://movie.douban.com/subject/3882715/),尚敬,宁财神,闫妮 / 姚晨 / ...,🎉---,🌟9.6,564052,143916,1129,武林外传 / My Own Swordsman,2006,中国大陆,喜剧 / 武侠 / 古装,40分钟,[tt1353771](https://imdb.com/title/tt1353771)
502,电视剧,[成长的烦恼 第一季 Growing Pains Season 1](https://movie.douban.com/subject/1417946/),约翰·帕斯昆,尼尔·马林斯,艾伦·锡克 / 乔安娜·科恩斯 / ...,🎉---,🌟9.5,54390,9017,96,Growing Pains / 成长之痛 第一季 / 成长的烦恼,1985,美国,喜剧 / 家庭,30分钟,[tt0088527](https://imdb.com/title/tt0088527)
503,电视剧,[士兵突击](https://movie.douban.com/subject/2154096/),康洪雷,兰晓龙,王宝强 / 陈思诚 / ...,🎉---,🌟9.5,226562,58968,1498,士兵突击 / Soldiers Sortie,2006,中国大陆,剧情,45分钟,[tt1501154](https://imdb.com/title/tt1501154)
504,电视剧,[鼹鼠的故事 Krtek](https://movie.douban.com/subject/2994961/),兹德内克·米莱尔,兹德内克·米莱尔,Antonín Jedlicka / 弗兰季塞克·菲利波夫斯基 / ...,🎉---,🌟9.4,44686,7545,47,Krtek / 小鼹鼠妙妙奇遇记 / 小鼹鼠,1957,捷克斯洛伐克,动画,5分钟,[tt0841927](https://imdb.com/title/tt0841927)
505,电视剧,[东京爱情故事 東京ラブストーリー](https://movie.douban.com/subject/1438760/),永山耕三 / 本间欧彦,坂元裕二 / 柴门文,铃木保奈美 / 织田裕二 / ...,🎉---,🌟9.4,155639,51362,1761,東京ラブストーリー / Tokyo Love Story / 东京爱的故事,1991,日本,爱情,47分钟,[tt0206518](https://imdb.com/title/tt0206518)
506,电视剧,[我爱我家](https://movie.douban.com/subject/3901388/),英达,梁左 / 英壮 / 梁欢 / 臧里,文兴宇 / 宋丹丹 / ...,🎉---,🌟9.4,100134,22004,127,我爱我家,1993,中国大陆,喜剧 / 家庭,20分钟,[tt1332701](https://imdb.com/title/tt1332701)
507,电视剧,[新世纪福音战士 新世紀エヴァンゲリオン](https://movie.douban.com/subject/1457573/),庵野秀明 / 鹤卷和哉 / 摩砂雪 / 冈村天斋 / 水岛精二 / 大冢雅彦 / 杉山庆一 / 渡边哲哉 / 大原实 / 安藤健 / 石堂宏之 / 羽生尚靖 / 增尾昭一 / 高村彰,庵野秀明 / 榎户洋司 / 樋口真嗣 / 萨川昭夫 / 山口宏 / 佐藤顺一 / 矶光雄 / 鹤卷和哉 / 摩砂雪 / GAINAX,绪方惠美 / 林原惠美 / ...,🎉---,🌟9.4,172246,41015,551,新世紀エヴァンゲリオン / Neon Genesis Evangelion / New Century Evangelion / 新世纪天鹰战士 / 2000天鹰战士,1995,日本,剧情 / 科幻 / 动画,24分钟,[tt0112159](https://imdb.com/title/tt0112159)
508,电视剧,[浪客剑心 追忆篇 るろうに剣心 -明治剣客浪漫譚- 追憶編](https://movie.douban.com/subject/1421721/),古桥一浩 / 清水明,十川诚志 / 和月伸宏,凉风真世 / 岩男润子 / ...,🎉---,🌟9.4,41782,9940,196,るろうに剣心 -明治剣客浪漫譚- 追憶編 / 浪客剑心之追忆篇 / 浪客剑心 明治剑客浪漫谭：追忆编 / Samurai X: Trust and Betrayal / Rurôni Kenshin: Meiji kenkaku roman tan: Tsuioku hen,1999,日本,剧情 / 动作 / 爱情 / 动画 / 战争,28分钟,[tt0203082](https://imdb.com/title/tt0203082)
509,电视剧,[越狱 第一季 Prison Break Season 1](https://movie.douban.com/subject/1419297/),布莱特·拉特纳,Paul Scheuring,温特沃斯·米勒 / 多米尼克·珀塞尔 / ...,🎉---,🌟9.4,252437,46439,580,Prison Break / 越狱第一季：破茧狂龙,2005,美国,剧情 / 动作 / 惊悚 / 犯罪,42分钟,[tt0455275](https://imdb.com/title/tt0455275)
510,电视剧,[虫师 蟲師](https://movie.douban.com/subject/1800597/),长滨博史 / 今泉贤一 / 长井龙雪 / 长峰达也 / 山崎理 / 五十岚卓哉 / 宫下新平 / 成田岁法 / 五月女浩一朗 / 真野玲 / 井之川慎太郎 / 宫田亮,漆原友纪 / 长滨博史 / 伊丹秋 / 山田由香 / 桑畑绢子,中野裕斗 / 土井美加 / ...,🎉---,🌟9.4,96859,22018,402,蟲師 / むしし / mushishi,2005,日本,剧情 / 动画 / 悬疑 / 惊悚 / 恐怖 / 奇幻,24分钟,[tt0807832](https://imdb.com/title/tt0807832)
511,电视剧,[大盗贼](https://movie.douban.com/subject/1899125/),方润南 / 刘蕙仪 / 夏秉钧 / 程中岳 / 胡兆洪,欧阳宇平 / 胡兆洪 / 奥得弗雷德·普鲁士勒,翁振新 / 戴欣 / ...,🎉---,🌟9.3,35209,8043,68,大盗贼 / Der Räuber Hotzenplotz,1989,中国大陆,剧情 / 喜剧 / 动画,27分钟, 
512,电视剧,[Q版猫和老鼠 Tom and Jerry Kids Show](https://movie.douban.com/subject/2138382/),Robert Alvarez / Don Lusk / Paul Sommer / Carl Urbano / Oscar Dufau / Jay Sarbry, ,Teresa Ganzel / Richard Gautier / ...,🎉---,🌟9.3,44621,4669,40,Tom and Jerry Kids Show / 小猫和小鼠 / 小汤姆和小杰瑞,1990,美国,喜剧 / 动画 / 家庭,30分钟,[tt0198254](https://imdb.com/title/tt0198254)
513,电视剧,[蜡笔小新 クレヨンしんちゃん](https://movie.douban.com/subject/1431683/),本乡满 / 高桥涉 / 原惠一 / 水岛努 / 武藤裕治,臼井仪人,矢岛晶子 / 小林由美子 / ...,🎉---,🌟9.3,106511,18641,189,クレヨンしんちゃん / Kureyon Shin-chan,1992,日本,喜剧 / 动画 / 家庭,24分钟,[tt12853970](https://imdb.com/title/tt12853970)
514,电视剧,[悠长假期 ロングバケーション](https://movie.douban.com/subject/1436674/),永山耕三 / 铃木雅之 / 臼井裕词,北川悦吏子,木村拓哉 / 山口智子 / ...,🎉---,🌟9.3,111280,37993,460,ロングバケーション / 长假 / Long Vacation,1996,日本,剧情 / 喜剧 / 爱情 / 家庭,54分钟,[tt0116910](https://imdb.com/title/tt0116910)
515,电视剧,[蜂蜜与四叶草 ハチミツとクローバー](https://movie.douban.com/subject/1770547/),笠井贤一 / 长井龙雪 / 舛成孝二 / 湖山祯崇 / 吉本毅 / 安藤健 / 清水一伸 / 高岛大辅 / 橘秀树 / 中山胜一 / 松本佳久,黑田洋介,神谷浩史 / 工藤晴香 / ...,🎉---,🌟9.3,39416,9593,295,ハチミツとクローバー / 蜂蜜幸运草(台) / 蜂蜜与幸运草 / Honey And Clover,2005,日本,剧情 / 喜剧 / 爱情 / 动画,23分钟,[tt0478838](https://imdb.com/title/tt0478838)
516,电视剧,[钢之炼金术师 鋼の錬金術師](https://movie.douban.com/subject/1433342/),水岛精二 / 安藤真裕 / 京田知己 / 大槻敦史 / 桥本昌和 / 安田贤司 / 岩崎太郎 / 小高义规 / 金子伸吾 / 上田茂 / 秦义人 / 中津环 / 松浦锭平 / 阿宫正和 / 角田一树,会川升 / 井上敏树 / 大和屋晓 / 高山克彦 / 吉永亚矢 / 高桥奈津子 / 石川学 / 荒川弘,朴璐美 / 钉宫理惠 / ...,🎉---,🌟9.2,74929,13482,145,鋼の錬金術師 / 钢之炼金术师 2003,2003,日本,喜剧 / 科幻 / 动画 / 悬疑 / 恐怖,24分钟,[tt0421357](https://imdb.com/title/tt0421357)
517,电视剧,[娜娜 NANA -ナナ-](https://movie.douban.com/subject/1794082/),浅香守生 / 中村亮介 / 石塚敦子 / 谷田部胜义 / 钉宫洋 / 高桥亨 / 岛崎奈奈子 / 鹤冈耕次郎 / 广川和之 / 若林汉二 / 千叶大辅 / 池田重隆 / 渡边正彦,矢泽爱 / 金春智子 / 笔安一幸 / 浦畑达彦,朴璐美 / 川菜翠 / ...,🎉---,🌟9.2,75024,18990,479,NANA -ナナ- / 世上的另一个我 / NANA,2006,日本,剧情 / 爱情 / 动画 / 音乐,23分钟,[tt0810705](https://imdb.com/title/tt0810705)
518,电视剧,[葫芦兄弟](https://movie.douban.com/subject/1428576/),胡进庆 / 葛桂云 / 周克勤,姚忠礼 / 杨玉良 / 胡进庆,戴欣 / 朱艺 / ...,🎉---,🌟9.1,132270,19537,126,葫芦兄弟 / 葫芦娃,1986,中国大陆,动画 / 儿童,10分钟,[tt7046962](https://imdb.com/title/tt7046962)
519,电视剧,[樱桃小丸子 ちびまる子ちゃん](https://movie.douban.com/subject/1465037/),芝山努 / 棚桥一德 / 楠叶宏三 / 佐藤龙雄 / 高木淳 / 高松信司 / 小林常夫 / 宫下新平 / 片渊须直 / 西田健一,樱桃子 / 芝山努 / 叶山阳一郎,鳕子 / 水谷优子 / ...,🎉---,🌟9.1,101400,17138,180,ちびまる子ちゃん / Chibi Maruko-chan,1990,日本,剧情 / 喜剧 / 动画 / 家庭,23分钟,[tt0220204](https://imdb.com/title/tt0220204)
520,电视剧,[犯罪现场调查 第一季 CSI: Crime Scene Investigation Season 1](https://movie.douban.com/subject/1310172/), ,安东尼·E·祖克尔,乔治·艾德斯 / 艾瑞克·兹曼达 / ...,🎉---,🌟9.1,32390,6558,145,CSI: Crime Scene Investigation / 犯罪现场：拉斯维加斯 第一季 / CSI犯罪现场(台) 第一季 / 灭罪鉴证科(港) 第一季 / 犯罪现场鉴证 第一季 / 罪案现场 第一季 / CSI: Las Vegas Season 1,2000,美国,剧情 / 悬疑 / 惊悚 / 犯罪,60分钟,[tt0247082](https://imdb.com/title/tt0247082)
521,电视剧,[巴巴爸爸 第一季 Les Barbapapa Season 1](https://movie.douban.com/subject/1449381/),Talus Taylor / Annette Tison,Talus Taylor / Annette Tison,Allen Swift / Julia Holewinski / ...,🎉---,🌟9.0,30805,5373,41,Les Barbapapa / 可里可里可里，巴巴变,1974,荷兰 / 日本 / 美国 / 法国,动画,26分钟,[tt0304999](https://imdb.com/title/tt0304999)
522,电视剧,[热带雨林的爆笑生活 ジャングルはいつもハレのちグゥ](https://movie.douban.com/subject/1773834/),水岛努 / 善聪一郎 / 武本康弘 / 山本宽 / 多田俊介 / 池端隆史 / 下田久人,横手美智子 / 水岛努,爱河里花子 / 渡边菜生子 / ...,🎉---,🌟9.0,31069,5965,48,ジャングルはいつもハレのちグゥ / HareGuu / 爆笑热带雨林,2001,日本,喜剧 / 动画 / 奇幻,23分钟,[tt0498436](https://imdb.com/title/tt0498436)
523,电视剧,[豪斯医生 第一季 House M.D. Season 1](https://movie.douban.com/subject/1442129/),Ann Donahue / Carol Mendelsohn / Anthony Zuiker,大卫·肖,休·劳瑞 / 丽莎·艾德尔斯汀 / ...,🎉---,🌟9.0,47618,9895,227,House M.D. / 医神 / 流氓医生 / 怪杰医生豪斯 / 怪医豪斯 / Dr. House Season 1,2004,美国,剧情 / 悬疑,45分钟,[tt0412142](https://imdb.com/title/tt0412142)
524,电视剧,[金枝欲孽](https://movie.douban.com/subject/1878360/),戚其义,周旭明,邓萃雯 / 黎姿 / ...,🎉---,🌟9.0,160204,49006,712,金枝欲孽 / War and Beauty,2004,中国香港,剧情 / 古装,45分钟,[tt0843199](https://imdb.com/title/tt0843199)
525,电视剧,[1公升的泪 1リットルの涙](https://movie.douban.com/subject/1436900/),村上正典,江头美智留 / 大岛里美 / Rie Yokota,泽尻英龙华 / 锦户亮 / ...,🎉---,🌟9.0,91136,21775,508,1リットルの涙 / 一公升的眼泪 / Ichi rittoru no namida / 1 Litre of Tears,2005,日本,剧情 / 爱情,47分钟,[tt1370332](https://imdb.com/title/tt1370332)
526,电视剧,[欲望都市 第一季 Sex and the City Season 1](https://movie.douban.com/subject/1304397/),David Frankel,Darren Star,莎拉·洁西卡·帕克 / 金·凯特罗尔 / ...,🎉---,🌟8.9,74132,14139,312,Sex and the City  / 色欲都市 第一季 / 欲望城市 第一季,1998,美国,喜剧 / 爱情,24分钟,[tt0159206](https://imdb.com/title/tt0159206)
527,电视剧,[绝望主妇 第一季 Desperate Housewives Season 1](https://movie.douban.com/subject/1337286/),拉里·肖 / David Grossman / 阿兰尼·珊福德,马克·切利,玛西亚·克劳斯 / 菲丽西提·霍夫曼 / ...,🎉---,🌟8.9,100552,19510,321,Desperate Housewives / 欲乱绝情妻 第一季 / 靓太唔易做(港) 第一季 / 欲望师奶 第一季 / 疯狂主妇 第一季 / 绝望的主妇 第一季,2004,美国,剧情 / 喜剧 / 爱情,45分钟,[tt0410975](https://imdb.com/title/tt0410975)
528,电视剧,[实习医生格蕾 第一季 Grey's Anatomy Season 1](https://movie.douban.com/subject/1395471/),珊达·莱梅斯,珊达·莱梅斯,艾伦·旁派 / 吴珊卓 / ...,🎉---,🌟8.9,68395,13675,320,Grey's Anatomy / 医人当自强(台) / 格蕾的解剖 / 外科实习生格蕾 / 实习医生 / Surgeons,2005,美国,剧情 / 爱情,41分钟,[tt0413573](https://imdb.com/title/tt0413573)
529,电视剧,[樱兰高校男公关部 桜蘭高校ホスト部](https://movie.douban.com/subject/1817253/),五十岚卓哉 / 京田知己 / 金子伸吾 / 安斋刚文 / 松尾慎 / 佐藤育郎 / 角田一树 / 森山雄治 / 信田祐 / 熨斗谷充孝,榎户洋司,坂本真绫 / 宫野真守 / ...,🎉---,🌟8.9,97353,22002,158,桜蘭高校ホスト部 / Ouran High School Host Club / 樱兰高校Host部,2006,日本,喜剧 / 爱情 / 动画,24分钟,[tt0816397](https://imdb.com/title/tt0816397)
530,电视剧,[求婚大作战 プロポーズ大作戦](https://movie.douban.com/subject/2018131/),成田岳 / 加藤裕将,金子茂树,山下智久 / 长泽雅美 / ...,🎉---,🌟8.9,125339,35706,821,プロポーズ大作戦 / Puropôzu dai sakusen / Operation Love,2007,日本,剧情 / 爱情 / 奇幻,50分钟,[tt0978140](https://imdb.com/title/tt0978140)
531,电视剧,[对不起，我爱你 미안하다 사랑한다](https://movie.douban.com/subject/1782142/),李亨民,李庆熙,苏志燮 / 林秀晶 / ...,🎉---,🌟8.8,86820,21850,443,"미안하다 사랑한다 / 对不起我爱你 / Sorry, I love you / I'm Sorry, I Love You / Sorry But I Love You / MiSa",2004,韩国,剧情 / 爱情,60分钟,[tt0468618](https://imdb.com/title/tt0468618)
532,电视剧,[血色浪漫](https://movie.douban.com/subject/1931974/),滕文骥,都梁,刘烨 / 孙俪 / ...,🎉---,🌟8.8,61701,13391,392,血色浪漫 / 浪漫人生 / Romantic Life,2004,中国大陆,爱情,42分钟, 
533,电视剧,[聪明的一休 一休さん](https://movie.douban.com/subject/1883755/),矢吹公郎 / 寒竹清隆 / 白土武 / 古泽日出夫 / 今泽哲男 / 新田义方,大川久男 / 山浦弘靖 / 辻真先 / 雨宫雄儿 / 田代淳二 / 山崎忠昭 / 藤川桂介 / 田村多津夫 / 松岡志奈 / 金春智子,藤田淑子 / 桂玲子 / ...,🎉---,🌟8.7,96971,12551,54,一休さん / 一休和尚 / 机灵小和尚 / Ikkyu-san / Ikkyu the Little Monk,1975,日本,动画 / 儿童,25分钟,[tt1682200](https://imdb.com/title/tt1682200)
534,电视剧,[24小时 第一季 24 Season 1](https://movie.douban.com/subject/1298854/),Jon Cassar / Brad Turner,Robert Cochran / 乔尔·苏诺 / Virgil Williams,基弗·萨瑟兰 / 卡洛斯·博纳德 / ...,🎉---,🌟8.7,29513,5562,167,24 / 24小时反恐部队 第一季 / 反恐24小时 第一季 / 二十四小时反恐 第一季 / 24 Hours Season 1 / Twenty Four Season 1,2001,美国,剧情 / 动作 / 悬疑 / 惊悚 / 犯罪,42分钟,[tt0285331](https://imdb.com/title/tt0285331)
535,电视剧,[越狱 第二季 Prison Break Season 2](https://movie.douban.com/subject/1876781/),布莱特·拉特纳,保罗·舒尔灵,温特沃斯·米勒 / 多米尼克·珀塞尔 / ...,🎉---,🌟8.7,114259,12475,175,Prison Break  / 越狱 第二季：亡命天涯,2006,美国,剧情 / 惊悚 / 犯罪 / 冒险,41分钟,[tt0839360](https://imdb.com/title/tt0839360)
536,电视剧,[我叫金三顺 내 이름은 김삼순](https://movie.douban.com/subject/1477894/),金尹哲,金渡雨,金宣儿 / 玄彬 / ...,🎉---,🌟8.6,167549,41056,721,내 이름은 김삼순 / 我的名字叫金三顺 / My Name Is Kim Sam-sun / My Lovely Sam-Soon,2005,韩国,剧情 / 喜剧 / 爱情,60分钟,[tt0477524](https://imdb.com/title/tt0477524)
537,电视剧,[英雄 第一季 Heroes Season 1](https://movie.douban.com/subject/1837856/),戴夫·森缪尔,蒂姆·克林,杰克·科尔曼 / 海顿·潘妮蒂尔 / ...,🎉---,🌟8.4,49609,8286,211,Heroes / 超能英雄 第一季 / 变种群英 第一季 / 天骄 第一季 / 群英荟萃 第一季,2006,美国,剧情 / 科幻 / 惊悚,42分钟,[tt0813715](https://imdb.com/title/tt0813715)
